rank,rec_id,listing,effective_from,is_current,populations_iso2,EXCLUDEDpopulations_iso,is_inclusion,included_in_RecID,RankforInclusions,excluded_rec_ids,LegNotes,CMS instrument,Internal Notes
Subspecies,41802,Gorillas,2008,1,,,,,,,,Gorillas,
Species,9404,I,1979,1,,,,,,,,CMS,
Species,9404,Gorillas,2008,1,,,,,,,,Gorillas,
Subspecies,9405,I,1979,1,,,,,,,N.B. Superseded on 23/02/06 by inclusion in Appendix I of entire taxon <i>Gorilla gorilla</i> (<i>sensu lato</i> ).,CMS,
Subspecies,9406,Gorillas,2008,1,,,,,,,,Gorillas,
Species,9461,II,2009,1,,,,,,,All populations,CMS,
Species,9461,II,1988,1,,,,,,,North Sea and Baltic Sea populations,CMS,
Species,9461,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,9461,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,9660,II,1985,1,,,,,,,Only Baltic Sea populations,CMS,
Species,10054,I,1997,1,,,,,,,,CMS,
Species,10707,II,1991,1,,,,,,,,CMS,
Species,10707,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,17318,II,1985,1,,,,,,,Only European popns.,CMS,
Species,17318,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,10831,II,1991,1,,,,,,,,CMS,
Species,11047,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,11048,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,103227,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,11140,II,1979,1,,,,,,,Southeast Asian populations.,CMS,
Species,11141,II,1988,1,,,,,,,Only North Sea and Baltic Sea popns,CMS,
Species,11141,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,11142,II,1988,1,,,,,,,Only North Sea and Baltic Sea popns,CMS,
Species,11142,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,11143,II,1991,1,,,,,,,,CMS,
Species,11146,II,1979,1,,,,,,,,CMS,
Species,12303,I,1979,1,,,,,,,Formerly listed as <i>Lutra felina</i>.,CMS,
Species,12305,I,1979,1,,,,,,,Formerly listed as <i>Lutra provocax</i>.,CMS,
Species,12392,II,1979,1,,,,,,,,CMS,
Species,12392,West African Elephants,2005,1,,,,,,,,West African Elephants,
Species,71831,II,1979,1,,,,,,,Formerly included in <i>Loxodonta africana<i>,CMS,
Species,12436,II,2009,1,,,,,,,,CMS,
Species,13006,I,1979,1,,,,,,,,CMS,
Species,13006,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,13241,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,13244,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,13244,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,13245,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,13250,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,30334,II,1985,1,,,,,,,Formerly included in <i>Miniopterus schreibersii</i>.,CMS,
Species,73568,II,1985,1,,,,,,,Only African populations; formerly included in <i>Miniopterus schreibersii</i>.,CMS,
Species,13561,II,1985,1,,,,,,,Only African and European popns.,CMS,
Species,13561,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,13653,I,1979,1,,,,,,,,CMS,
Species,13653,II,1979,1,,,,,,,,CMS,
Species,13653,Mediterranean Monk Seal,2007,1,,,,,,,Eastern Atlantic populations,Mediterranean Monk Seal,
Species,13704,II,1991,1,,,,,,,,CMS,
Species,13704,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,74060,II,1985,1,,,,,,,Only European populations,CMS,
Species,74060,EUROBATS,2003,1,,,,,,,,EUROBATS,
Species,74061,EUROBATS,2003,1,,,,,,,"Res. 4.8 lists this as a species separate from <i>M. mystacinus</i>, noting the possible synonymy and that the species group needs further investigation.",EUROBATS,
Species,14123,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14123,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,14124,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14124,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,14125,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14125,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,14126,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14126,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,14127,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14127,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,14128,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14128,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,14129,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14129,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,74062,EUROBATS,2003,1,,,,,,,,EUROBATS,
Species,14133,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14133,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,14134,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14134,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,14135,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14135,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,74063,II,1985,1,,,,,,,Only European populations,CMS,
Species,74063,EUROBATS,2003,1,,,,,,,,EUROBATS,
Species,94787,II,1985,1,,,,,,,Only European populations,CMS,
Species,94787,EUROBATS,2006,1,,,,,,,Formerly listed as <i>Myotis</i> cf. <i>punicus<i>,EUROBATS,
Species,14198,II,1985,1,,,,,,,Only European populations,CMS,
Species,14198,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,8968,I,1979,1,,,,,,,Formerly listed as <i>Gazella dama_,CMS,
Species,14550,II,1979,1,,,,,,,,CMS,
Species,14550,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,14918,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14918,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,14919,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14919,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,14920,II,1985,1,,,,,,,Only European popns.,CMS,
Species,14920,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,15419,I,2009,1,,,,,,,,CMS,
Species,15419,II,1991,1,,,,,,,,CMS,
Species,99482,II,1979,1,,,,,,,Formerly included in <i>Orcaella brevirostris<i>,CMS,
Species,15421,II,1991,1,,,,,,,,CMS,
Species,15421,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,15421,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,15568,I,1994,1,,,,,,,,CMS,
Species,15568,II,1979,1,,,,,,,,CMS,
Species,15637,II,1979,1,,,,,,,"See <i>Otaria byronia</i> for full details of legislation, distribution, etc.",CMS,
Species,30338,II,1979,1,,,,,,,Formerly included in <i>Otomops martiensseni<i>,CMS,
Species,15648,II,2006,1,,,,,,,Only African populations,CMS,
Species,15663,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,15733,II,2011,1,,,,,,,,CMS,
Species,17013,II,1985,1,,,,,,,Only Baltic and Wadden Sea populations.,CMS,
Species,17013,Wadden Sea Seals,1991,1,,,,,,,Wadden Sea area only,Wadden Sea Seals,
Species,2416,II,1979,1,,,,,,,,CMS,
Species,17027,II,2009,1,,,,,,,North West African population,CMS,
Species,17027,II,1991,1,,,,,,,"Western North Atlantic, and Black Sea popns",CMS,
Species,17027,II,1988,1,,,,,,,North and Baltic Sea,CMS,
Species,17027,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,17027,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,17029,II,1979,1,,,,,,,,CMS,
Species,17032,II,1991,1,,,,,,,,CMS,
Species,17244,II,2002,1,,,,,,,,CMS,
Species,17244,I,2002,1,,,,,,,,CMS,
Species,17244,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,17314,II,1985,1,,,,,,,Only European popns.,CMS,
Species,17314,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,17316,II,1985,1,,,,,,,Only European popns.,CMS,
Species,17316,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,17317,II,1985,1,,,,,,,Only European popns.,CMS,
Species,17317,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,74013,II,1985,1,,,,,,,Only European populations,CMS,
Species,74013,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,17488,I,2002,1,,,,,,,Subspecies <i>gangetica</i> only.,CMS,
Species,17488,II,1991,1,,,,,,,Subspecies <i>gangetica</i> only. (Formerly listed as <i>Platanista gangetica</i>.),CMS,
Subspecies,69775,I,2002,1,,,,,,,"See <i>Platanista gangetica</i> for full details of legislation, distribution, etc.",CMS,
Subspecies,69775,II,1991,1,,,,,,,"Formerly listed as <i>Platanista gangetica</i>. See <i>Platanista gangetica</i> for full details of legislation, distribution, etc.",CMS,
Species,17596,II,1985,1,,,,,,,Only European popns.,CMS,
Species,17596,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,17597,II,1985,1,,,,,,,Only European popns.,CMS,
Species,17597,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,77129,EUROBATS,2003,1,,,,,,,,EUROBATS,
Species,77128,EUROBATS,2006,1,,,,,,,Formerly listed as <i>Plecotus alpinus<i>,EUROBATS,
Species,86131,EUROBATS,2033,1,,,,,,,,EUROBATS,
Species,17978,I,1997,1,,,,,,,,CMS,
Species,17978,II,1991,1,,,,,,,,CMS,
Species,18232,II,2002,1,,,,,,,,CMS,
Species,18596,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,18596,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Family,713,II,1985,1,,,,,,,Only European popns.,CMS,
Species,19515,II,1985,1,,,,,,,Only European popns.,CMS,
Species,19515,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,19516,II,1985,1,,,,,,,Only European popns.,CMS,
Species,19516,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,19517,II,1985,1,,,,,,,Only European popns.,CMS,
Species,19517,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,19518,II,1985,1,,,,,,,Only European popns.,CMS,
Species,19518,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,19519,II,1985,1,,,,,,,Only European popns.,CMS,
Species,19519,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,29730,EUROBATS,2001,1,,,,,,,,EUROBATS,
Species,101222,II,2002,1,,,,,,,"Formerly included in <i>Saiga tatarica</i>, sensu Wilson & Reeder (1993)",CMS,
Species,19832,II,2002,1,,,,,,,Formerly listed as <i>Saiga tatarica tatarica</i>.,CMS,
Species,19832,Saiga antelope,2006,1,,,,,,,Subspecies <i>tatarica</i> (sensu Wilson and Reeder 1993) only.,Saiga antelope,
Species,20422,II,1979,1,,,,,,,,CMS,
Species,28657,II,1979,1,,,,,,,Formerly included in <i>Sotalia fluviatilis<i>,CMS,
Species,20424,II,1991,1,,,,,,,,CMS,
Species,20425,I,2009,1,,,,,,,,CMS,
Species,20425,II,1991,1,,,,,,,,CMS,
Species,20729,II,1991,1,,,,,,,Eastern tropical Pacific and Southeast Asian popns,CMS,
Species,20729,II,1999,1,,,,,,,All populations,CMS,
Species,20730,II,2009,1,,,,,,,West African population,CMS,
Species,20731,II,2006,1,,,,,,, Mediterranean population,CMS,
Species,20731,II,1991,1,,,,,,,Eastern tropical Pacific population ,CMS,
Species,20731,II,2001,1,,,,,,,,ACCOBAMS,
Species,20731,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,20733,II,1991,1,,,,,,,Eastern tropical Pacific and Southeast Asian populations,CMS,
Species,20733,II,1999,1,,,,,,,all populations,CMS,
Species,20738,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,20738,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,21314,I,1979,1,,,,,,,,CMS,
Species,101077,II,1979,1,,,,,,,Formerly included in <i>Tadarida teniotis<i>,CMS,
Species,38949,II,1979,1,,,,,,,Formerly included in <i>Tadarida teniotis<i>,CMS,
Species,21311,II,1994,1,,,,,,,,CMS,
Species,21311,EUROBATS,2001,1,,,,,,,Formerly listed under populations of European Molossidae.,EUROBATS,
Species,21462,EUROBATS,2001,1,,,,,,,,EUROBATS,
Species,22102,II,2002,1,,,,,,,,CMS,
Species,22103,I,1999,1,,,,,,,Populations between Honduras and Panama,CMS,
Species,22103,II,1999,1,,,,,,,Populations between Honduras and Panama,CMS,
Species,22104,I,2009,1,,,,,,,,CMS,
Species,22104,II,2002,1,,,,,,,,CMS,
Species,29262,II,1979,1,,,,,,,Arafura/Timor Sea populations.,CMS,
Species,22563,I,2009,1,,,,,,,Black Sea population (listed under the subspecies <i>T. truncatus ponticus</i>),CMS,
Species,22563,II,2009,1,,,,,,,Mediterranean population included,CMS,
Species,22563,II,1988,1,,,,,,,"North Sea and Baltic Sea, ",CMS,
Species,22563,II,1991,1,,,,,,,"Western Mediterranean, and Black Sea popns",CMS,
Species,22563,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,22563,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Subspecies,79481,I,2009,1,,,,,,,Black Sea population,CMS,
Species,22732,I,1986,1,,,,,,,Formerly listed as <i>Panthera uncia</i>.,CMS,
Species,22947,II,1994,1,,,,,,,Only European popns.,CMS,
Species,22947,EUROBATS,1994,1,,,,,,,,EUROBATS,
Family,851,II,1985,1,,,,,,,Only European populations,CMS,
Species,22956,I,1979,1,,,,,,,Except Peruvian populations,CMS,
Species,22956,II,1979,1,,,,,,,,CMS,
Species,23211,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,23211,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,5668,II,01/11/1983,1,,,,,,,,CMS,
Species,8966,I,01/11/1983,1,,,,,,,,CMS,
Species,3897,I,24/01/1986,1,,,,,,,,CMS,
Species,3897,II,01/11/1983,1,,,,,,,All migratory Cheloniidae spp.,CMS,
Species,3897,,01/09/2001,1,,,,,,,,CMS - Marine Turtles - IOSEA,
Species,3897,,01/07/1999,1,,,,,,,,CMS - Marine Turtles Africa,
Species,4615,I,24/01/1986,1,,,,,,,,CMS,
Species,4615,II,01/11/1983,1,,,,,,,All migratory Cheloniidae spp.,CMS,
Species,4615,,01/09/2001,1,,,,,,,,CMS - Marine Turtles - IOSEA,
Species,4615,,01/07/1999,1,,,,,,,,CMS - Marine Turtles Africa,
Family,173,II,01/11/1983,1,,,,,,,All migratory Cheloniidae spp.,CMS,
