rank,rec_id,listing,effective_from,is_current,populations_iso2,EXCLUDEDpopulations_iso,is_inclusion,included_in_RecID,RankforInclusions,excluded_rec_ids,LegNotes,CMS instrument,Internal Notes
Species,13245,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,13250,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,13561,II,24/01/1986,1,,,,,,,Only African and European popns.,CMS,
Species,13561,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,13653,I,01/01/1979,1,,,,,,,,CMS,
Species,13653,II,01/01/1979,1,,,,,,,,CMS,
Species,13653,Mediterranean Monk Seal,01/01/2007,1,,,,,,,Eastern Atlantic populations,Mediterranean Monk Seal,
Species,13704,II,12/12/1991,1,,,,,,,,CMS,
Species,13704,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,14046,II,01/01/1994,1,,,,,,,,CMS,
Species,14046,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,14123,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14124,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14125,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14126,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14127,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14128,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14129,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14133,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14134,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14135,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14198,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14550,II,01/01/1979,1,,,,,,,,CMS,
Species,14550,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,14552,I,05/03/2009,1,,,,,,,,CMS,
Species,14552,Raptors,01/01/2008,1,,,,,,,,Raptors,
Species,14912,I,01/01/1979,1,,,,,,,,CMS,
Species,14912,Grassland birds,01/01/2007,1,,,,,,,,Grassland birds,
Species,14915,I,23/02/2012,1,,,,,,,,CMS,
Species,14916,I,01/01/1979,1,,,,,,,,CMS,
Species,14916,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,14916,Slender-billed Curlew,10/09/1994,1,,,,,,,,Slender-billed Curlew,
Species,14917,I,23/02/2012,1,,,,,,,,CMS,
Species,14918,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14919,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,14920,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,15419,I,05/03/2009,1,,,,,,,,CMS,
Species,15419,II,12/12/1991,1,,,,,,,,CMS,
Species,15421,II,12/12/1991,1,,,,,,,,CMS,
Species,15421,ACCOBAMS,01/06/2001,1,,,,,,,,ACCOBAMS,
Species,15421,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,15568,I,01/01/1994,1,,,,,,,,CMS,
Species,15568,II,01/01/1979,1,,,,,,,,CMS,
Species,15637,II,01/01/1979,1,,,,,,,"See <i>Otaria byronia</i> for full details of legislation, distribution, etc.",CMS,
Species,15639,I,01/01/1994,1,,,,,,,Middle-European population.,CMS,
Species,15639,II,24/01/1986,1,,,,,,,,CMS,
Species,15639,Great Bustard,01/01/2001,1,,,,,,,Middle European population,Great Bustard,
Species,15648,II,23/02/2006,1,,,,,,,Only African populations,CMS,
Species,15663,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,15733,II,23/02/2012,1,,,,,,,,CMS,
Species,15802,I,01/01/1994,1,,,,,,,,CMS,
Species,15802,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,15943,II,01/01/1979,1,,,,,,,,CMS,
Species,15943,Raptors,01/01/2008,1,,,,,,,,Raptors,
Species,15944,I,01/11/1983,1,,,,,,,,CMS,
Species,16485,I,23/12/2002,1,,,,,,,,CMS,
Species,16487,I,24/01/1986,1,,,,,,,,CMS,
Species,16487,II,01/01/1994,1,,,,,,,,CMS,
Species,16487,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,16490,II,01/01/1994,1,,,,,,,Western Palearctic populations.,CMS,
Species,16490,I,24/01/1986,1,,,,,,,Only Palearctic populations.,CMS,
Species,16490,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,16826,AEWA,26/12/2002,1,,,,,,,,AEWA,
Species,16831,II,01/01/1994,1,,,,,,,Formerly listed as <i>Phalacrocorax pygmaeus</i>.,CMS,
Species,16831,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,16833,II,01/01/1994,1,,,,,,,,CMS,
Species,16833,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,17013,II,24/01/1986,1,,,,,,,Only Baltic and Wadden Sea populations.,CMS,
Species,17013,Wadden Sea Seals,01/10/1991,1,,,,,,,Wadden Sea area only,Wadden Sea Seals,
Species,17027,II,05/03/2009,1,,,,,,,North West African population,CMS,
Species,17027,II,12/12/1991,1,,,,,,,"Western North Atlantic, and Black Sea popns",CMS,
Species,17027,II,12/01/1989,1,,,,,,,North and Baltic Sea,CMS,
Species,17027,ACCOBAMS,01/06/2001,1,,,,,,,,ACCOBAMS,
Species,17027,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,17029,II,01/01/1979,1,,,,,,,,CMS,
Species,17032,II,12/12/1991,1,,,,,,,,CMS,
Species,17038,II,15/07/1997,1,,,,,,,,CMS,
Species,17038,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,17039,II,15/07/1997,1,,,,,,,,CMS,
Species,17039,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,17244,II,23/12/2002,1,,,,,,,,CMS,
Species,17244,I,23/12/2002,1,,,,,,,,CMS,
Species,17244,ACCOBAMS,01/06/2001,1,,,,,,,,ACCOBAMS,
Species,17314,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,17316,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,17317,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,17318,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,17482,II,01/01/1994,1,,,,,,,Excluding Malagasy population.,CMS,
Species,17482,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,17484,II,01/01/1979,1,,,,,,,,CMS,
Species,17484,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,17485,I,23/12/2002,1,,,,,,,,CMS,
Species,69775,I,23/12/2002,1,,,,,,,,CMS,
Species,69775,II,12/12/1991,1,,,,,,,Formerly listed as <i>Platanista gangetica</i>.,CMS,
Species,17596,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,17597,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,17609,II,24/01/1986,1,,,,,,,,CMS,
Species,17609,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,17807,II,01/01/1994,1,,,,,,,Western Palearctic populations.,CMS,
Species,17807,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,17809,II,01/01/1994,1,,,,,,,Subspecies <i>grisegena</i> only.,CMS,
Species,17809,AEWA,01/11/1999,1,,,,,,,,AEWA,
Subspecies,17814,II,01/01/1994,1,,,,,,,,CMS,
Species,17957,I,15/07/1997,1,,,,,,,,CMS,
Species,17957,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,17978,I,15/07/1997,1,,,,,,,,CMS,
Species,17978,II,12/12/1991,1,,,,,,,,CMS,
Species,18078,II,01/01/1994,1,,,,,,,Populations breeding in the Western Palearctic.,CMS,
Species,18078,AEWA,01/11/1999,1,,,,,,,,AEWA,
Subspecies,18085,II,01/01/1994,1,,,,,,,,CMS,
Subspecies,18086,II,01/01/1994,1,,,,,,,,CMS,
Species,18232,II,23/12/2002,1,,,,,,,,CMS,
Species,18234,II,14/02/2000,1,,,,,,,,CMS,
Species,18234,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,18235,II,14/02/2000,1,,,,,,,,CMS,
Species,18235,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,18428,II,14/02/2000,1,,,,,,,,CMS,
Species,18511,II,23/12/2002,1,,,,,,,,CMS,
Species,18596,ACCOBAMS,01/06/2001,1,,,,,,,,ACCOBAMS,
Species,18596,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,18599,II,14/02/2000,1,,,,,,,,CMS,
Species,18600,II,14/02/2000,1,,,,,,,,CMS,
Species,18601,II,14/02/2000,1,,,,,,,,CMS,
Species,18667,I,01/01/1979,1,,,,,,,,CMS,
Species,18676,I,01/01/1979,1,,,,,,,,CMS,
Species,18678,I,01/01/1979,1,,,,,,,Formerly included in <i>Pterodroma phaeopygia</i> (<i>sensu lato</i> ). ,CMS,
Species,18853,I,23/12/2002,1,,,,,,,,CMS,
Species,19488,II,14/02/2000,1,,,,,,,,CMS,
Species,19515,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,19516,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,19517,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,19518,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,19519,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,19832,II,23/12/2002,1,,,,,,,Formerly listed as <i>Saiga tatarica tatarica</i>.,CMS,
Species,19832,Saiga antelope,01/01/2006,1,,,,,,,Subspecies <i>tatarica</i> (sensu Wilson and Reeder 1993) only.,Saiga antelope,
Species,19913,I,15/07/1997,1,,,,,,,,CMS,
Species,19913,II,15/07/1997,1,,,,,,,,CMS,
Species,19913,AEWA,26/12/2002,1,,,,,,,,AEWA,
Species,20157,I,01/01/1979,1,,,,,,,,CMS,
Species,20422,II,01/01/1979,1,,,,,,,,CMS,
Species,20424,II,12/12/1991,1,,,,,,,,CMS,
Species,20425,I,05/03/2009,1,,,,,,,,CMS,
Species,20425,II,12/12/1991,1,,,,,,,,CMS,
Species,20608,II,15/07/1997,1,,,,,,,,CMS,
Species,20608,AEWA,26/12/2002,1,,,,,,,,AEWA,
Species,20609,I,15/07/1997,1,,,,,,,,CMS,
Species,20674,II,23/02/2006,1,,,,,,,,CMS,
Species,20674,I,14/02/2000,1,,,,,,,,CMS,
Species,20674,Grassland birds,01/01/2007,1,,,,,,,,Grassland birds,
Species,20678,II,23/02/2006,1,,,,,,,,CMS,
Species,20678,I,23/12/2002,1,,,,,,,,CMS,
Species,20678,Grassland birds,01/01/2007,1,,,,,,,,Grassland birds,
Species,20679,II,23/02/2006,1,,,,,,,,CMS,
Species,20679,I,14/02/2000,1,,,,,,,,CMS,
Species,20679,Grassland birds,01/01/2007,1,,,,,,,,Grassland birds,
Species,20680,II,23/02/2006,1,,,,,,,,CMS,
Species,20680,I,14/02/2000,1,,,,,,,,CMS,
Species,20680,Grassland birds,01/01/2007,1,,,,,,,,Grassland birds,
Species,20682,II,23/12/2002,1,,,,,,,,CMS,
Species,20682,Grassland birds,01/01/2007,1,,,,,,,,Grassland birds,
Species,20729,II,12/12/1991,1,,,,,,,Eastern tropical Pacific and Southeast Asian popns,CMS,
Species,20729,II,14/02/2000,1,,,,,,,All populations,CMS,
Species,20730,II,05/03/2009,1,,,,,,,West African population,CMS,
Species,20731,II,23/02/2006,1,,,,,,, Mediterranean population,CMS,
Species,20731,II,12/12/1991,1,,,,,,,Eastern tropical Pacific population ,CMS,
Species,20731,ACCOBAMS,01/06/2001,1,,,,,,,,ACCOBAMS,
Species,20731,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,20733,II,12/12/1991,1,,,,,,,Eastern tropical Pacific and Southeast Asian populations,CMS,
Species,20733,II,14/02/2000,1,,,,,,,all populations,CMS,
Species,20738,ACCOBAMS,01/06/2001,1,,,,,,,,ACCOBAMS,
Species,20738,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,20797,II,01/01/1994,1,,,,,,,,CMS,
Species,20797,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,20800,II,01/01/1994,1,,,,,,,,CMS,
Species,20800,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,20801,II,01/01/1994,1,,,,,,,African and Southwest Asian populations.,CMS,
Species,20801,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,20802,I,23/12/2002,1,,,,,,,,CMS,
Species,20803,II,01/01/1994,1,,,,,,,West Eurasian and African populations.,CMS,
Species,20803,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,20804,II,12/12/1991,1,,,,,,,Atlantic population.,CMS,
Species,20804,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,20810,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,20811,II,01/01/1994,1,,,,,,,Atlantic populations.,CMS,
Species,20811,AEWA,01/11/1999,1,,,,,,,,AEWA,
Subspecies,20816,II,01/01/1994,1,,,,,,,West Eurasian and African populations.,CMS,
Subspecies,20817,II,01/01/1994,1,,,,,,,,CMS,
Species,20818,II,01/01/1994,1,,,,,,,African and Southwest Asian populations.,CMS,
Species,20818,AEWA,01/11/1999,1,,,,,,,,AEWA,
Subspecies,20819,II,01/01/1994,1,,,,,,,,CMS,
Subspecies,20820,II,01/01/1994,1,,,,,,,Populations breeding in the Western Palearctic.,CMS,
Species,20821,II,01/01/1994,1,,,,,,,,CMS,
Species,20821,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,20822,II,01/01/1994,1,,,,,,,,CMS,
Species,20822,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,21261,I,01/01/1989,1,,,,,,,,CMS,
Species,21311,II,01/01/1994,1,,,,,,,,CMS,
Species,21311,EUROBATS,13/08/2001,1,,,,,,,Formerly listed under populations of European Molossidae.,EUROBATS,
Species,21314,I,01/01/1979,1,,,,,,,,CMS,
Species,21462,EUROBATS,13/08/2001,1,,,,,,,,EUROBATS,
Subspecies,21838,II,01/01/1994,1,,,,,,,,CMS,
Species,22102,II,23/12/2002,1,,,,,,,,CMS,
Species,22103,I,14/02/2000,1,,,,,,,Populations between Honduras and Panama,CMS,
Species,22103,II,14/02/2000,1,,,,,,,Populations between Honduras and Panama,CMS,
Species,22104,I,05/03/2009,1,,,,,,,,CMS,
Species,22104,II,23/12/2002,1,,,,,,,,CMS,
Species,22183,I,23/12/2002,1,,,,,,,,CMS,
Species,22415,I,14/02/2000,1,,,,,,,,CMS,
Species,22415,Grassland birds,01/01/2007,1,,,,,,,,Grassland birds,
Species,22563,I,05/03/2009,1,,,,,,,Black Sea population (listed under the subspecies <i>T. truncatus ponticus</i>),CMS,
Species,22563,II,05/03/2009,1,,,,,,,Mediterranean population included,CMS,
Species,22563,II,12/01/1989,1,,,,,,,"North Sea and Baltic Sea, ",CMS,
Species,22563,II,12/12/1991,1,,,,,,,"Western Mediterranean, and Black Sea popns",CMS,
Species,22563,ACCOBAMS,01/06/2001,1,,,,,,,,ACCOBAMS,
Species,22563,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,22732,I,24/01/1986,1,,,,,,,Formerly listed as <i>Panthera uncia</i>.,CMS,
Species,22846,I,15/07/1997,1,,,,,,,Formerly listed as <i>Chettusia gregaria</i>.,CMS,
Species,22846,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,22947,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,22956,I,01/01/1979,1,,,,,,,Except Peruvian populations,CMS,
Species,22956,II,01/01/1979,1,,,,,,,,CMS,
Species,23211,ACCOBAMS,01/06/2001,1,,,,,,,,ACCOBAMS,
Species,23211,ASCOBANS,29/03/1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  

As of 3 February 2008 the ASCOBANS Area has been extended as follows: 

The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,23233,I,23/02/2006,1,,,,,,,,CMS,
Species,23473,II,01/01/1994,1,,,,,,,,CMS,
Species,28657,II,01/01/1979,1,,,,,,,Formerly included in <i>Sotalia fluviatilis<i>,CMS,
Species,29262,II,01/01/1979,1,,,,,,,Arafura/Timor Sea populations.,CMS,
Species,29730,EUROBATS,13/08/2001,1,,,,,,,,EUROBATS,
Species,29740,I,23/02/2006,1,,,,,,,"Subspecies <i>yarkandensis</i>. Populations in Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan and Afghanistan, formerly listed as <i>Cervus elaphus bactrianus</i>.",CMS,
Species,29740,II,23/02/2006,1,,,,,,,"Subspecies <i>yarkandensis</i> only. Populations in Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan and Afghanistan, formerly listed as <i>Cervus elaphus bactrianus</i>.",CMS,
Species,29740,I,01/01/1979,1,,,,,,,Subspecies <i>barbarus</i>.,CMS,
Species,29740,Bukhara Deer,01/01/2002,1,,,,,,,Subspecies <i>bactrianus</i> only.,Bukhara Deer,
Species,29850,II,05/03/2009,1,,,,,,,,CMS,
Species,30334,II,24/01/1986,1,,,,,,,Formerly included in <i>Miniopterus schreibersii</i>.,CMS,
Species,30338,II,01/01/1979,1,,,,,,,Formerly included in <i>Otomops martiensseni<i>,CMS,
Species,30490,II,01/01/1994,1,,,,,,,,CMS,
Species,36089,II,01/01/1994,1,,,,,,,,CMS,
Species,36089,AEWA,01/11/1999,1,,,,,,,,AEWA,
Species,36159,II,23/02/2006,1,,,,,,,,CMS,
Species,36159,AEWA,26/12/2002,1,,,,,,,,AEWA,
Species,36162,II,23/02/2006,1,,,,,,,,CMS,
Species,36162,AEWA,26/12/2002,1,,,,,,,,AEWA,
Species,36180,I,05/03/2009,1,,,,,,,,CMS,
Species,36217,II,14/02/2000,1,,,,,,,,CMS,
Species,36217,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,36234,II,14/02/2000,1,,,,,,,,CMS,
Species,36234,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,36235,II,14/02/2000,1,,,,,,,,CMS,
Species,36235,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,38618,I,05/03/2009,1,,,,,,,Listed as <i>Dendroica caerulea</i>.,CMS,
Species,38949,II,01/01/1979,1,,,,,,,Formerly included in <i>Tadarida teniotis<i>,CMS,
Species,41395,I,15/07/1997,1,,,,,,,Formerly listed as <i>Phoenicoparrus andinus</i>.,CMS,
Species,41395,High Andean Flamingos,01/01/2008,1,,,,,,,,High Andean Flamingos,
Species,41396,I,15/07/1997,1,,,,,,,Formerly listed as <i>Phoenicoparrus jamesi</i>.,CMS,
Species,41396,High Andean Flamingos,01/01/2008,1,,,,,,,,High Andean Flamingos,
Species,41437,II,05/03/2009,1,,,,,,,,CMS,
Species,41470,II,05/03/2009,1,,,,,,,Northern hemisphere population,CMS,
Species,41525,II,23/02/2006,1,,,,,,,,CMS,
Species,41525,I,14/02/2000,1,,,,,,,,CMS,
Species,41525,Grassland birds,01/01/2007,1,,,,,,,,Grassland birds,
Species,41547,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41547,II,15/07/1997,1,,,,,,,Formerly included in <i>Diomedea exulans</i>.,,
Species,41547,ACAP,01/01/2007,1,,,,,,,Formerly included in <i>Diomedea exulans</i>.,,
Species,41548,II,01/01/1979,1,,,,,,,,CMS ,
Species,41548,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41548,II,15/07/1997,1,,,,,,,Formerly included in <i>Diomedea exulans</i>.,,
Species,41548,ACAP,01/01/2007,1,,,,,,,Formerly included in <i>Diomedea exulans</i>.,,
Species,41549,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41549,II,15/07/1997,1,,,,,,,Formerly included in <i>Diomedea epomophora</i>.,CMS,
Species,41549,ACAP,01/01/2007,1,,,,,,,Formerly included in <i>Diomedea epomophora</i>.,ACAP,
Species,41551,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41552,II,15/07/1997,1,,,,,,,Formerly listed as <i>Diomedea nigripes</i>.,CMS,
Species,41552,ACAP,30/07/2009,1,,,,,,,,ACAP,
Species,41553,II,15/07/1997,1,,,,,,,Formerly listed as <i>Diomedea bulleri</i>.,CMS,
Species,41553,ACAP,01/01/2007,1,,,,,,,,ACAP,
