DscRecID,Full_citation,Authors,Year,Title,Source,Volume,Number,Publisher,PubPlace,Pagination
26841,"Chansa, W. and Wagner, P. 2006. On the status of _Malacochersus tornieri_ (Siebenrock, 1903) in Zambia. Salamandra: 42: 187-190.","Chansa, W. and Wagner, P.",2006,"On the status of _Malacochersus tornieri_ (Siebenrock, 1903) in Zambia.",Salamandra,42,02-Mar,,,187-190
10168,"Chapman, E. A. and McGeogh, J. A. 1956. Recent field observations from Iraq. Ibis: 98: 577-594.","Chapman, E. A. and McGeogh, J. A.",1956,Recent field observations from Iraq.,Ibis,98,,,,577-594.
9338,"Charles, J. K. 2000. A new record of a spiny hill turtle, _Heosemys spinosa_ in a kerangas forest, Brunei Darussalam. Hamadryad: 25: 207-208.","Charles, J. K.",2000,"A new record of a spiny hill turtle, _Heosemys spinosa_ in a kerangas forest, Brunei Darussalam.",Hamadryad,25,2,,,207-208.
1707,"Charles-Dominique, P. 1974. Vie sociale de _Perodicticus potto_ (Primates, Lorisides): etude de terrain en forêt equatoriale de l'Ouest Africain au Gabon. Mammalia: 38: 358-380.","Charles-Dominique, P.",1974,"Vie sociale de _Perodicticus potto_ (Primates, Lorisides): etude de terrain en forêt equatoriale de l'Ouest Africain au Gabon.",Mammalia,38,3,,,358-380.
29614,"Chase, M.J. and Griffin, C.R. 2009. Elephants caught in the middle: impacts of war, fences and people on elephant distribution and abundance in the Caprivi Strip, Namibia. African Journal of Ecology: 47: 223-233.","Chase, M.J. and Griffin, C.R.",2009,"Elephants caught in the middle: impacts of war, fences and people on elephant distribution and abundance in the Caprivi Strip, Namibia.",African Journal of Ecology,47,2,,,223-233
1708,"Chasen, F. N. 1935. On mammals from Siam. Journal Siam Society, Natural History Supplement: 10: 31-57.","Chasen, F. N.",1935,On mammals from Siam.,"Journal Siam Society, Natural History Supplement",10,,,,31-57.
1709,"Chasen, F. N. 1940. A handlist of Malaysian mammals. Bulletin of the Raffles Museum: 15: 1-208.","Chasen, F. N.",1940,A handlist of Malaysian mammals.,Bulletin of the Raffles Museum,15,,,,1-208.
28165,"Chavko, J., Danko, S., Obuch, J. and Mihok, J. 2007. The food of the imperial eagle (_Aquila heliaca_) in Slovakia. Slovak Raptor Journal: 1: 43101.","Chavko, J., Danko, S., Obuch, J. and Mihok, J.",2007,The food of the imperial eagle (_Aquila heliaca_) in Slovakia.,Slovak Raptor Journal,1,,,,Jan-18
562,"Chayadin, Y. 1993. Tanimbar Corella on Yamdena. Oriental Bird Club Bulletin: 18: 55-56.","Chayadin, Y.",1993,Tanimbar Corella on Yamdena.,Oriental Bird Club Bulletin,18,,,,55-56.
563,"Chebez, J. C. 1986. El Guacamayo Violaceo (_Anodorhynchus glaucus_). Nuestras Aves: 4: 17-20.","Chebez, J. C.",1986,El Guacamayo Violaceo (_Anodorhynchus glaucus_).,Nuestras Aves,4,9,,,17-20.
1710,"Chehébar, C. E., Gallur, A., Giannico, G., Gottelli, M. D. and Yorio, P. 1986. A survey of the Southern River Otter _Lutra provocax_ in Lanin, Puelo and Los Alerces National Parks, Argentina, and evaluation of its conservation status. Biological Conservation: 38: 293-304.","Chehébar, C. E., Gallur, A., Giannico, G., Gottelli, M. D. and Yorio, P.",1986,"A survey of the Southern River Otter _Lutra provocax_ in Lanin, Puelo and Los Alerces National Parks, Argentina, and evaluation of its conservation status.",Biological Conservation,38,,,,293-304.
3739,"Cheke, A. S. 1982. _Phelsuma_ Gray 1825 in the Seychelles and neighbouring islands: a re-appraisal of their taxonomy and description of two new forms. Senckenbergiana Biologia: 62: 1-3.","Cheke, A. S.",1982,_Phelsuma_ Gray 1825 in the Seychelles and neighbouring islands: a re-appraisal of their taxonomy and description of two new forms.,Senckenbergiana Biologia,62,,,,1-3.
564,"Cheke, A. S. 1987. The legacy of the Dodo - conservation in Mauritius. Oryx: 21: 29-36.","Cheke, A. S.",1987,The legacy of the Dodo - conservation in Mauritius.,Oryx,21,,,,29-36.
565,"Cheke, R. A. 1982. More bird records from the Republic of Togo. Malimbus: 4: 55-56.","Cheke, R. A.",1982,More bird records from the Republic of Togo.,Malimbus,4,,,,55-56.
566,"Cheke, R. A. 1986. The supposed occurrence of the White-necked Picathartes _Picathartes gymnocephalus_ in Togo. Bulletin of the British Ornithologists' Club: 106: 152.","Cheke, R. A.",1986,The supposed occurrence of the White-necked Picathartes _Picathartes gymnocephalus_ in Togo.,Bulletin of the British Ornithologists' Club,106,,,,152
12933,"Cheke, R. A. 1993. Manx Shearwater _Puffinus puffinus_ - new to Ivory Coast. Malimbus: 15: 92.","Cheke, R. A.",1993,Manx Shearwater _Puffinus puffinus_ - new to Ivory Coast.,Malimbus,15,,,,92
11469,"Cheke, R. A. 1995. An historical breeding record in Mali and description of the young of the Grasshopper Buzzard _Butastur rufipennis_. Malimbus: 17: 106-107.","Cheke, R. A.",1995,An historical breeding record in Mali and description of the young of the Grasshopper Buzzard _Butastur rufipennis_.,Malimbus,17,2,,,106-107.
7855,"Cheke, R. A. 1996. Historical records of birds from the Republic of Benin. Malimbus: 18: 58-59.","Cheke, R. A.",1996,Historical records of birds from the Republic of Benin.,Malimbus,18,,,,58-59.
567,"Cheke, R. A. and Walsh, J. F. 1980. Bird records from the Republic of Togo. Malimbus: 2: 112-120.","Cheke, R. A. and Walsh, J. F.",1980,Bird records from the Republic of Togo.,Malimbus,2,2,,,112-120.
568,"Cheke, R. A. and Walsh, J. F. 1984. Further bird records from the Republic of Togo. Malimbus: 6: 15-22.","Cheke, R. A. and Walsh, J. F.",1984,Further bird records from the Republic of Togo.,Malimbus,6,01-Feb,,,15-22.
569,"Cheke, R. A., Walsh, J. F. and Fishpool, D. C. 1985. Bird records from the Republic of Niger. Malimbus: 7: 73-90.","Cheke, R. A., Walsh, J. F. and Fishpool, D. C.",1985,Bird records from the Republic of Niger.,Malimbus,7,,,,73-90.
570,"Cheke, R. A., Walsh, J. F. and Sowah, S. A. 1986. Records of birds seen in the Republic of Togo during 1984-1986. Malimbus: 8: 51-72.","Cheke, R. A., Walsh, J. F. and Sowah, S. A.",1986,Records of birds seen in the Republic of Togo during 1984-1986.,Malimbus,8,2,,,51-72.
7185,"Chen, C. A. 1999. Analysis of Scleractinian distribution in Taiwan indicating a pattern congruent with sea surface temperatures and currents: examples from _Acropora_ and Faviidae corals. Zoological Studies: 38: 119-129.","Chen, C. A.",1999,Analysis of Scleractinian distribution in Taiwan indicating a pattern congruent with sea surface temperatures and currents: examples from _Acropora_ and Faviidae corals.,Zoological Studies,38,2,,,119-129.
28651,"Chen, J.N.S. 2009. Regulating the Humphead Wrasse (_Cheilinus undulatus_) Trade in Sabah, Malaysia. Ambio: 38: 123-125.","Chen, J.N.S.",2009,"Regulating the Humphead Wrasse (_Cheilinus undulatus_) Trade in Sabah, Malaysia.",Ambio,38,2,,,123-125
29504,"Chen, M.-T., Tewes, M.E., Pei, K.J. and Grassman, L.I.Jr. 2009. Activity patterns and habitat use of sympatric small carnivores in southern Taiwan. Mammalia: 73: 20-26.","Chen, M.-T., Tewes, M.E., Pei, K.J. and Grassman, L.I.Jr.",2009,Activity patterns and habitat use of sympatric small carnivores in southern Taiwan.,Mammalia,73,,,,20-26
29520,"Chen, T., Hung, S.K., Qiu, Y., Jia, X. and Jefferson, T.A. 2010. Distribution, abundance, and individual movements of Indo-Pacific humpback dolphins (_Sousa chinensis_) in the Pearl River Estuary, China. Mammalia: 74: 117-125.","Chen, T., Hung, S.K., Qiu, Y., Jia, X. and Jefferson, T.A.",2010,"Distribution, abundance, and individual movements of Indo-Pacific humpback dolphins (_Sousa chinensis_) in the Pearl River Estuary, China.",Mammalia,74,,,,117-125
29164,"Chen, T.-H. and Lue, K.-Y. 2010. Population status and distribution of freshwater turtles in Taiwan. Oryx: 44: 261-266.","Chen, T.-H. and Lue, K.-Y.",2010,Population status and distribution of freshwater turtles in Taiwan.,Oryx,44,2,,,261-266
5062,"Chen, T-H., Lin, H-C. and Chang, H-C. 2000. Current status and utilization of chelonians in Taiwan. Chelonian Research Monographs: : 45-51.","Chen, T-H., Lin, H-C. and Chang, H-C.",2000,Current status and utilization of chelonians in Taiwan.,Chelonian Research Monographs,,2,,,45-51.
28104,"Chen, Y., Chen, Y., and He, D. 2002. Biodiversity in the Yangtze river fauna and distribution of fishes. Journal of Icthyology: 42: 161-171.","Chen, Y., Chen, Y., and He, D.",2002,Biodiversity in the Yangtze river fauna and distribution of fishes.,Journal of Icthyology,42,2,,,161-171
27996,"Cheney, C. 1998. The current situation of the Humboldt penguin in Chile and Peru: a report from the population and habitat viability analysis meeting, part I. Penguin Conservation: 11: 41156.","Cheney, C.",1998,"The current situation of the Humboldt penguin in Chile and Peru: a report from the population and habitat viability analysis meeting, part I.",Penguin Conservation,11,3,,,04-Sep
5195,"Cheng, Wen-fa. 1998. The ecological and behavioral research of _Andrias davidianus_ and its protection. Russian Journal of Herpetology: 5: 2-4.","Cheng, Wen-fa.",1998,The ecological and behavioral research of _Andrias davidianus_ and its protection.,Russian Journal of Herpetology,5,1,,,2-4.
13195,"Chen-Xi, J., Yue-Hua, S. and Zhong-Lin, B. 2003. The taxonomic status of Chinese _Phylloscopus_ species. Acta Zootaxonomica Sinica: 28: 202-209.","Chen-Xi, J.,  Yue-Hua, S. and Zhong-Lin, B.",2003,The taxonomic status of Chinese _Phylloscopus_ species.,Acta Zootaxonomica Sinica,28,2,,,202-209
6592,"Cherem, J. J., Olimpio, J. and Ximenez, A. 1999. Descricao de una nova especie do genero _Cavia_ Pallas, 1766 (Mammalia - Caviidae) das Ilhas dos Moleques do Sul. Santa Catarina, Sul do Brasil. Biotemas: 12: 95-117.","Cherem, J. J., Olimpio, J. and Ximenez, A.",1999,"Descricao de una nova especie do genero _Cavia_ Pallas, 1766 (Mammalia - Caviidae) das Ilhas dos Moleques do Sul. Santa Catarina, Sul do Brasil.",Biotemas,12,1,,,95-117.
27228,"Winegarner, C. E. and Winegarner M. S. 1982. Reproductive History of a Bobcat. Journal of Mammalogy: 63: 680-682.","Winegarner, C. E.  and Winegarner M. S.",1982,Reproductive History of a Bobcat.,Journal of Mammalogy,63,4,,,680-682
28483,"Chetry, D., Medhi, R., Biswas, J., Das, D. and Bhattacharjee, P.C. 2003. Nonhuman primates in the Namdapha National Park, Arunachal Pradesh, India. International Journal of Primatology: 24: 383-388.","Chetry, D., Medhi, R., Biswas, J., Das, D. and Bhattacharjee, P.C.",2003,"Nonhuman primates in the Namdapha National Park, Arunachal Pradesh, India.",International Journal of Primatology,24,2,,,383-388
3907,"Chevalier, J.-P. 1966. Contribution à l'étude des Madréporaires des côtes occidentales de l'Afrique tropicale, I. Bull. Inst. Fr. Afr. Noire Ser. A: 28: 912-975.","Chevalier, J.-P.",1966,"Contribution à l'étude des Madréporaires des côtes occidentales de l'Afrique tropicale, I.",Bull. Inst. Fr. Afr. Noire Ser. A,28,,,,912-975.
3908,"Chevalier, J.-P. 1966. Contribution à l'étude des Madréporaires des côtes occidentales de l'Afrique tropicale, II. Bull. Inst. Fr. Afr. Noire Ser. A: 28: 1356-1405.","Chevalier, J.-P.",1966,"Contribution à l'étude des Madréporaires des côtes occidentales de l'Afrique tropicale, II.",Bull. Inst. Fr. Afr. Noire Ser. A,28,,,,1356-1405.
3911,"Chevalier, J.-P. 1975. Les scléractiniaires de la Mélanesie française (Nouvelle-Calédonie, Iles Chesterfield, Iles Loyauté, Nouvelles-Hébrides). II. Expedition française récifs coralliens Nouvellle-Calédonie: 7: 1-407.","Chevalier, J.-P.",1975,"Les scléractiniaires de la Mélanesie française (Nouvelle-Calédonie, Iles Chesterfield, Iles Loyauté, Nouvelles-Hébrides). II.",Expedition française récifs coralliens Nouvellle-Calédonie,7,,Fondation Singer-Polignac.,Paris,1-407.
3912,"Chevalier, J.-P. 1976. Etude géomorphologique et biologique de l'atoll fermé de Taiaro (Tuamotu, Polynésie française). IV. Madréporaires actuels et fossiles du lagon de Taiaro. Cahiers du Pacifique: 19: 253-264.","Chevalier, J.-P.",1976,"Etude géomorphologique et biologique de l'atoll fermé de Taiaro (Tuamotu, Polynésie française). IV. Madréporaires actuels et fossiles du lagon de Taiaro.",Cahiers du Pacifique,19,,,,253-264.
3914,"Chevalier, J.-P. 1979. La faune corallienne (Scléractiniaires et Hydrocoralliaires) de la Polynésie française. Cahiers du Indo-Pacifique: 1: 129-151.","Chevalier, J.-P.",1979,La faune corallienne (Scléractiniaires et Hydrocoralliaires) de la Polynésie française.,Cahiers du Indo-Pacifique,1,2,,,129-151.
3915,"Chevalier, J.-P. 1980. La faune corallienne de l'île Tubuai (Archipel des Australes). Cahiers du Indo-Pacifique: 2: 55-68.","Chevalier, J.-P.",1980,La faune corallienne de l'île Tubuai (Archipel des Australes).,Cahiers du Indo-Pacifique,2,3,,,55-68.
3240,"Cheylan, M. 1984. The true status and future of Hermann's Tortoise _Testudo hermanni robertmertensi_ Wermuth 1952 in Western Europe. Amphibia-Reptilia: 5: 17-26.","Cheylan, M.",1984,The true status and future of Hermann's Tortoise _Testudo hermanni robertmertensi_ Wermuth 1952 in Western Europe.,Amphibia-Reptilia,5,,,,17-26.
278,"Chiam, E. 1987. Swimming gold from Malaysia. Tropical Fish Hobbyist June 1987: : .","Chiam, E.",1987,Swimming gold from Malaysia.,Tropical Fish Hobbyist June 1987,,,,,
9275,"Chiaraviglio, M., Bertona, M., Sironi, M. and Cervantes, R. 1998. Distribucion de _Boa constrictor occidentalis_ (Serpentes: Boidae) en el noroeste de la Provincia de Cordoba, Argentina. Gayana Zoologia: 62: 75-77.","Chiaraviglio, M., Bertona, M., Sironi, M. and Cervantes, R.",1998,"Distribucion de _Boa constrictor occidentalis_ (Serpentes: Boidae) en el noroeste de la Provincia de Cordoba, Argentina.",Gayana Zoologia,62,1,,,75-77.
1711,"Chiarello, G. C. and Galetti, M. 1994. Conservation of the Brown Howler Monkey in south-east Brazil. Oryx: 28: 43.","Chiarello, G. C. and Galetti, M.",1994,Conservation of the Brown Howler Monkey in south-east Brazil.,Oryx,28,1,,,43
28526,"Chieko, N., Khuukhenduu, T., Naoki, M., and Kazuki, S. 2008. Food habits of gray wolves in the Bogdkhan Mountain Strictly Protected Area, Mongolia. Biosphere Conservation: for Nature, Wildlife, and Humans: 9: 41122.","Chieko, N., Khuukhenduu, T., Naoki, M., and Kazuki, S.",2008,"Food habits of gray wolves in the Bogdkhan Mountain Strictly Protected Area, Mongolia.","Biosphere Conservation: for Nature, Wildlife, and Humans",9,1,,,01-Aug
1712,"Child, G. and Savory, C. R. 1964. The distribution of large mammal species in southern Rhodesia. Arnoldia: 1: 1-15.","Child, G. and Savory, C. R.",1964,The distribution of large mammal species in southern Rhodesia.,Arnoldia,1,14,,,1-15.
10300,"Childress, R. B. and Hughes, B. 2001. The status of the West Indian Whistling-duck (_Dendrocygna arborea_) in St. Kitts-Nevis, January-February 2000. El Pitirre: 14: 107-112.","Childress, R. B. and Hughes, B.",2001,"The status of the West Indian Whistling-duck (_Dendrocygna arborea_) in St. Kitts-Nevis, January-February 2000.",El Pitirre,14,,,,107-112.
10122,"Chiozzi, G. and De Marchi, G. 2003. Confirmed breeding record of the Crab plover _Dromas ardeola_ in Eritrea. Bulletin of the British Ornithologists' Club: 123: 46-47.","Chiozzi, G. and De Marchi, G.",2003,Confirmed breeding record of the Crab plover _Dromas ardeola_ in Eritrea.,Bulletin of the British Ornithologists' Club,123,,,,46-47.
8277,"Chirio, L. and Blanc, C. P. 1997. Statut et distribution des Reptiles dans le massif de l'Aurès (Algérie). African Journal of Zoology: 111: 205-233.","Chirio, L. and Blanc, C. P.",1997,Statut et distribution des Reptiles dans le massif de l'Aurès (Algérie).,African Journal of Zoology,111,,,,205-233.
27284,"Chistensen, K. D., Tøttrup, A. P. and Jensen, F. P. 2006. First records of Mottled Swift _Tachymarptis aequatorialis_ and Alpine Swift _T. melba_ for Niger. Bulletin of the African Bird Club: 13: 82-83.","Chistensen, K. D., Tøttrup, A. P. and Jensen, F. P.",2006,First records of Mottled Swift _Tachymarptis aequatorialis_ and Alpine Swift _T. melba_ for Niger.,Bulletin of the African Bird Club,13,,,,82-83
1714,"Chorn, J. and Hoffmann, R. S. 1978. _Ailuropoda melanoleuca_. Mammalian Species: : 1-106.","Chorn, J. and Hoffmann, R. S.",1978,_Ailuropoda melanoleuca_.,Mammalian Species,,110,,,1-106.
6532,"Chou, I. 1992. [A study on the rare butterflies of the genus _Bhutanitis_ (Lepidoptera: Papilionidae) with descriptions of two new species.]. Entotaxonomica: 14: 48-54.","Chou, I.",1992,[A study on the rare butterflies of the genus _Bhutanitis_ (Lepidoptera: Papilionidae) with descriptions of two new species.].,Entotaxonomica,14,,,,48-54.
7388,"Chou, W.-H. 1989. First record of dwarf sperm whale (_Kogia simus_) from Taiwan. Bull. Natl. Mus. Nat. Sci. (Taichung): 1: 23-37.","Chou, W.-H.",1989,First record of dwarf sperm whale (_Kogia simus_) from Taiwan.,Bull. Natl. Mus. Nat. Sci. (Taichung),1,,,,23-37.
117,"Chou, W-H. 1999. A new frog of the genus _Rana_ (Anura: Ranidae) from China. Herpetologica: 55: 389-400.","Chou, W-H.",1999,A new frog of the genus _Rana_ (Anura: Ranidae) from China.,Herpetologica,55,3,,,389-400.
1715,"Choudhury, A. 1987. Notes on the distribution and conservation of Phayre's Leaf Monkey and Hoolock Gibbon in India. Tigerpaper: 14: 2-6.","Choudhury, A.",1987,Notes on the distribution and conservation of Phayre's Leaf Monkey and Hoolock Gibbon in India.,Tigerpaper,14,,,,2-6.
1716,"Choudhury, A. 1991. Ecology of the Hoolock Gibbon (_Hylobates hoolock_), a lesser ape in the tropical forests of north-eastern India. Journal of Tropical Ecology: 7: 147-153.","Choudhury, A.",1991,"Ecology of the Hoolock Gibbon (_Hylobates hoolock_), a lesser ape in the tropical forests of north-eastern India.",Journal of Tropical Ecology,7,,,,147-153.
8733,"Choudhury, A. 1993. New locality records for _Kachuga sylhetensis_ (Jerdon, 1870). Hamadryad: 18: 43-45.","Choudhury, A.",1993,"New locality records for _Kachuga sylhetensis_ (Jerdon, 1870).",Hamadryad,18,,,,43-45.
1717,"Choudhury, A. 1993. The Clouded Leopard in Assam. Oryx: 27: 51-53.","Choudhury, A.",1993,The Clouded Leopard in Assam.,Oryx,27,,,,51-53.
27110,"Choudhury, A. 1998. Mammals, birds and reptiles of Dibru-Saikhowa Sanctuary, Assam, India. : 32: 201-208.","Choudhury, A.",1998,"Mammals, birds and reptiles of Dibru-Saikhowa Sanctuary, Assam, India.",,32,3,Oryx.,,201-208.
28477,"Choudhury, A. 2001. Primates in northeast India: an overview of their distribution and conservation status. Gupta, A. K., (ed.), ENVIS Bulletin: Wildlife & Protected Areas, Non Human Primates of India. : : 92-101.","Choudhury, A.",2001,Primates in northeast India: an overview of their distribution and conservation status.,"Gupta, A. K., (ed.), ENVIS Bulletin: Wildlife & Protected Areas, Non Human Primates of India. ",,,,,92-101
7265,"Choudhury, A. 2001. Some bird records from Nagaland, north-east India. Forktail: 17: 91-103.","Choudhury, A.",2001,"Some bird records from Nagaland, north-east India.",Forktail,17,,,,91-103.
27111,"Choudhury, A. 2003. Status and conservation of cats in North eastern India. : 39: 15-19.","Choudhury, A.",2003,Status and conservation of cats in North eastern India.,,39,,Cat News.,,15-19
25799,"Choudhury, A. 2004. On the pangolin and porcupine species of Bangladesh. Journal of the Bombay Natural History Society: 101: 444-445.","Choudhury, A.",2004,On the pangolin and porcupine species of Bangladesh.,Journal of the Bombay Natural History Society,101,3,,,444-445
27112,"Choudhury, A. 2005. New wildlife sanctuaries in Assam in north-east India. : 32: 42309.","Choudhury, A.",2005,New wildlife sanctuaries in Assam in north-east India.,,32,1,Tiger paper.,,Nov-15
1718,"Choudhury, A. U. 1985. Distribution of Indian One-horned Rhinoceros. Tigerpaper: 12: 25-30.","Choudhury, A. U.",1985,Distribution of Indian One-horned Rhinoceros.,Tigerpaper,12,2,,,25-30.
5175,"Choudhury, B. C., Bhupathy, S. and Hanfee, F. 2000. Status information on the tortoises and freshwater turtles of India. Chelonian Research Monographs: : 86-94.","Choudhury, B. C., Bhupathy, S. and Hanfee, F.",2000,Status information on the tortoises and freshwater turtles of India.,Chelonian Research Monographs,,2,,,86-94.
1719,"Choudhury, D. K. L. 1986. Elephants in north-east India. WWF Monthly Report, January 1986: 1986: 7-17.","Choudhury, D. K. L.",1986,Elephants in north-east India.,"WWF Monthly Report, January 1986",1986,,,,7-17.
1720,"Christen, A. and Geisman, T. 1994. A primate, survey in north Bolivia with special reference to Goeldi's Monkey _Callimico goeldi_. International Journal of Primatology: 15: 239-274.","Christen, A. and Geisman, T.",1994,"A primate, survey in north Bolivia with special reference to Goeldi's Monkey _Callimico goeldi_.",International Journal of Primatology,15,2,,,239-274.
27184,"Christopher C. Austin. 2006. Checklist and comments on the terrestrial reptile fauna of Kau Wildlife Area, Papua New Guinea. Herpetological Review: 37: 167-170.",Christopher C. Austin.,2006,"Checklist and comments on the terrestrial reptile fauna of Kau Wildlife Area, Papua New Guinea.",Herpetological Review,37,2,,,167-170
1722,"Chundawat, R. S. 1990. Lynx survey in Nubra Valley, Ladakh. Wildlife Institute of India Newsletter: 5: 42-44.","Chundawat, R. S.",1990,"Lynx survey in Nubra Valley, Ladakh.",Wildlife Institute of India Newsletter,5,2,,,42-44.
29104,"Chung, K.P.S. and Corlett, R.T. 2006. Rodent diversity in a highly degraded tropical landscape: Hong Kong, South China. Biodiversity and Conservation: 15: 4521-4532.","Chung, K.P.S. and Corlett, R.T.",2006,"Rodent diversity in a highly degraded tropical landscape: Hong Kong, South China.",Biodiversity and Conservation,15,,,,4521-4532
3920,"Church, R. and Buffington, E.C. 1969. Californian black coral. Oceans Magazine: 1: 41-44.","Church, R. and Buffington, E.C.",1969,Californian black coral.,Oceans Magazine,1,,,,41-44.
29119,"Ciani, A.C., Palentini, L., Arahou, M., Martinoli, L., Capiluppi, C. and Mouna, M. 2005. Population decline of _Macaca sylvanus_ in the Middle Atlas of Morocco. Biological Conservation: 121: 635-641.","Ciani, A.C., Palentini, L., Arahou, M., Martinoli, L., Capiluppi, C. and Mouna, M.",2005,Population decline of _Macaca sylvanus_ in the Middle Atlas of Morocco.,Biological Conservation,121,4,,,635-641
29293,"Cisneros-Heredia, D.F. 2006. Turtles of the Tiputini Biodiversity Station with remarks on the diversity and distribution of the Testudines from Ecuador. Biota Neotropica: 6: .","Cisneros-Heredia, D.F.",2006,Turtles of the Tiputini Biodiversity Station with remarks on the diversity and distribution of the Testudines from Ecuador.,Biota Neotropica,6,1,,,
7106,"Cisneros-Palacios, E. and Bonilla-Ruz, C. 1993. New distributional information on Mexican birds. III. Northern Oaxaca. Bulletin of the British Ornithologists' Club: 113: 213-215.","Cisneros-Palacios, E. and Bonilla-Ruz, C.",1993,New distributional information on Mexican birds. III. Northern Oaxaca.,Bulletin of the British Ornithologists' Club,113,4,,,213-215.
3921,"Claereboudt, M. 1990. _Galaxea paucisepta_ nom. nov. (for _G. pauciradiata_), rediscovery and redescription of a poorly known scleractinian species (Oculinidae). Galaxea: 9: 1-8.","Claereboudt, M.",1990,"_Galaxea paucisepta_ nom. nov. (for _G. pauciradiata_), rediscovery and redescription of a poorly known scleractinian species (Oculinidae).",Galaxea,9,,,,1-8.
3922,"Claereboudt, M. and Hoeksema, B. W. 1987. _Fungia_ (_Verillofungia_) _spinifer_ spec. nov., a new scleractinian coral (Fungiidae) from the Indo-Malayan region. Zoologische Mededelingen : 61: 303-309.","Claereboudt, M. and Hoeksema, B. W.",1987,"_Fungia_ (_Verillofungia_) _spinifer_ spec. nov., a new scleractinian coral (Fungiidae) from the Indo-Malayan region.",Zoologische Mededelingen ,61,,,,303-309.
26542,"Claereboudt, M. R. 2006. _Porites decasepta_: a new species of scleractinian coral (Scleractinia, Poritidae) from Oman. Zootaxa: 1188: 55-62.","Claereboudt, M. R.",2006,"_Porites decasepta_: a new species of scleractinian coral (Scleractinia, Poritidae) from Oman.",Zootaxa,1188,,,,55-62
6877,"Claffey, P. 1997. Western Red-footed Falcon _Falco vespertinus_, a new addition to the Republic of Benin list. Malimbus: 19: 95-96.","Claffey, P.",1997,"Western Red-footed Falcon _Falco vespertinus_, a new addition to the Republic of Benin list.",Malimbus,19,,,,95-96.
12887,"Claffey, P. 1998. New breeding records of Verreaux's Eagle Owl _Bubo lacteus_ in Bénin, West Africa. Bulletin of the African Bird Club: 5: 127.","Claffey, P.",1998,"New breeding records of Verreaux's Eagle Owl _Bubo lacteus_ in Bénin, West Africa.",Bulletin of the African Bird Club,5,,,,127
11462,"Claffey, P. M. 1995. Notes on the avifauna of the Bétérou area, Borgou Province, Republic of Benin. Malimbus: 17: 63-84.","Claffey, P. M.",1995,"Notes on the avifauna of the Bétérou area, Borgou Province, Republic of Benin.",Malimbus,17,2,,,63-84.
12885,"Claffey, P. M. 1997. The status of Pel's Fishing Owl _Scotopelia peli_ in the Togo-Bénin Gap. Bulletin of the African Bird Club: 4: 135-136.","Claffey, P. M.",1997,The status of Pel's Fishing Owl _Scotopelia peli_ in the Togo-Bénin Gap.,Bulletin of the African Bird Club,4,,,,135-136.
12881,"Claffey, P. M. 1998. Blackcap _Sylvia atricapilla_, new to Benin. Malimbus: 20: 57-58.","Claffey, P. M.",1998,"Blackcap _Sylvia atricapilla_, new to Benin.",Malimbus,20,,,,57-58.
12883,"Claffey, P. M. 1999. Crowned Eagle _Stephanoaetus coronatus_ and White-breasted Negro-Finch _Nigrita fusconota_, new to the Benin list. Malimbus: 21: 51-53.","Claffey, P. M.",1999,"Crowned Eagle _Stephanoaetus coronatus_ and White-breasted Negro-Finch _Nigrita fusconota_, new to the Benin list.",Malimbus,21,,,,51-53.
12884,"Claffey, P. M. 1999. Sharp decline in the population of Pin-tailed Whydah _Vidua macroura_ in Benin. Malimbus: 21: 53-54.","Claffey, P. M.",1999,Sharp decline in the population of Pin-tailed Whydah _Vidua macroura_ in Benin.,Malimbus,21,,,,53-54.
10082,"Claffey, P. M. 2003. Parasitic weaver _Anomalospiza imberbis_, new to Benin. Bulletin of the African Bird Club: 10: 49-50.","Claffey, P. M.",2003,"Parasitic weaver _Anomalospiza imberbis_, new to Benin.",Bulletin of the African Bird Club,10,1,,,49-50
7174,"Clancey, P. A. 1987. Subspeciation in the Afrotropical Gabar Goshawk _Micronisus gabar_. Bulletin of the British Ornithologists' Club: 107: 173-177.","Clancey, P. A.",1987,Subspeciation in the Afrotropical Gabar Goshawk _Micronisus gabar_.,Bulletin of the British Ornithologists' Club,107,4,,,173-177.
7168,"Clancey, P. A. 1988. A previously undescribed African race of the Stonechat _Saxicola torquata_. Bulletin of the British Ornithologists' Club: 108: 62-64.","Clancey, P. A.",1988,A previously undescribed African race of the Stonechat _Saxicola torquata_.,Bulletin of the British Ornithologists' Club,108,2,,,62-64.
7155,"Clancey, P. A. 1989. Subspeciation in the Sociable Weaver _Philetairus socius_ of the South West Arid Zone of Africa. Bulletin of the British Ornithologists' Club: 109: 228-232.","Clancey, P. A.",1989,Subspeciation in the Sociable Weaver _Philetairus socius_ of the South West Arid Zone of Africa.,Bulletin of the British Ornithologists' Club,109,4,,,228-232.
26230,"Claramunt, S., Rocha, G. and Aldabe, J. 2006. The occurrence of _Sporophila hypochroma_ and _S. hypoxantha_ in Uruguay. Bulletin of the British Ornithologists' Club: 126: 45-49.","Claramunt, S., Rocha, G. and Aldabe, J.",2006,The occurrence of _Sporophila hypochroma_ and _S. hypoxantha_ in Uruguay.,Bulletin of the British Ornithologists' Club,126,1,,,45-49
575,"Clark, A. 1977. Review of the records of three Palearctic ducks in southern Africa. Bulletin of the British Ornithologists' Club: 97: 107-114.","Clark, A.",1977,Review of the records of three Palearctic ducks in southern Africa.,Bulletin of the British Ornithologists' Club,97,,,,107-114.
