SpcRecID,CtyRecID,CtyShort
21539,110,Kenya
21539,207,United Republic of Tanzania
21539,218,Uganda
21540,37,Cameroon
21540,41,Central African Republic
21540,42,Chad
21540,110,Kenya
21540,155,Nigeria
21540,218,Uganda
21540,236,Democratic Republic of the Congo
21541,68,Ethiopia
21541,66,Eritrea
19088,10,Argentina
19088,30,Brazil
19088,165,Paraguay
20942,6,Angola
20942,17,Bahrain
20942,28,Botswana
20942,58,Djibouti
20942,63,Egypt
20942,68,Ethiopia
20942,110,Kenya
20942,121,Libyan Arab Jamahiriya
20942,144,Mozambique
20942,146,Namibia
20942,185,Saudi Arabia
20942,193,Somalia
20942,194,South Africa
20942,201,Swaziland
20942,207,United Republic of Tanzania
20942,213,Tunisia
20942,218,Uganda
20942,233,Western Sahara
20942,237,Zambia
20942,238,Zimbabwe
20942,3,Algeria
20942,34,Burkina Faso
21540,270,South Sudan
21541,270,South Sudan
20942,37,Cameroon
20942,41,Central African Republic
20942,42,Chad
20942,130,Mali
20942,134,Mauritania
20942,143,Morocco
20942,154,Niger
20942,155,Nigeria
20942,186,Senegal
19465,10,Argentina
19465,26,Bolivia
19465,30,Brazil
19465,165,Paraguay
19465,224,Uruguay
19466,10,Argentina
19466,26,Bolivia
19466,43,Chile
19466,166,Peru
21911,10,Argentina
21911,30,Brazil
21911,165,Paraguay
20608,146,Namibia
20608,194,South Africa
20608,6,Angola
20608,144,Mozambique
20608,49,Congo
20608,78,Gabon
20609,43,Chile
20609,166,Peru
20609,47,Colombia
20609,62,Ecuador
17815,89,Guatemala
16487,2,Albania
16487,11,Armenia
16487,15,Azerbaijan
16487,33,Bulgaria
16487,44,China
16487,84,Greece
20942,270,South Sudan
16487,101,Iran (Islamic Republic of)
16487,109,Kazakhstan
16487,141,Mongolia
16487,173,Romania
16487,174,Russian Federation
16487,214,Turkey
16487,215,Turkmenistan
16487,219,Ukraine
16487,225,Uzbekistan
16487,1,Afghanistan
16487,18,Bangladesh
16487,63,Egypt
16487,96,Hong Kong SAR
16487,99,India
16487,102,Iraq
16487,118,Lebanon
16487,161,Pakistan
16487,204,Syrian Arab Republic
16487,3,Algeria
16487,54,Cyprus
16487,97,Hungary
16487,104,Israel
16487,105,Italy
16487,113,Republic of Korea 
16487,114,Kuwait
16487,117,Latvia
16487,205,"Taiwan, Province of China"
16487,206,Tajikistan
16487,220,United Arab Emirates
16487,233,Western Sahara
16487,27,Bosnia and Herzegovina
16487,52,Croatia
16487,239,The former Yugoslav Republic of Macedonia
16487,169,Poland
2074,6,Angola
2074,23,Benin
2074,28,Botswana
2074,34,Burkina Faso
16487,267,Serbia
2074,35,Burundi
2074,37,Cameroon
2074,41,Central African Republic
2074,42,Chad
2074,49,Congo
2074,56,Côte d'Ivoire
2074,58,Djibouti
2074,68,Ethiopia
2074,78,Gabon
2074,79,Gambia
2074,82,Ghana
2074,90,Guinea
2074,91,Guinea Bissau
2074,101,Iran (Islamic Republic of)
2074,102,Iraq
2074,110,Kenya
2074,120,Liberia
2074,127,Malawi
2074,130,Mali
2074,144,Mozambique
2074,146,Namibia
2074,154,Niger
2074,155,Nigeria
2074,175,Rwanda
2074,185,Saudi Arabia
2074,186,Senegal
2074,188,Sierra Leone
2074,193,Somalia
2074,194,South Africa
2074,198,Sudan [prior to secession of South Sudan]
2074,201,Swaziland
2074,207,United Republic of Tanzania
2074,209,Togo
2074,218,Uganda
2074,234,Yemen
2074,236,Democratic Republic of the Congo
2074,237,Zambia
2074,238,Zimbabwe
2074,18,Bangladesh
2074,63,Egypt
2074,99,India
2074,119,Lesotho
2074,160,Oman
2074,161,Pakistan
2074,197,Sri Lanka
2074,204,Syrian Arab Republic
2074,134,Mauritania
4000,2,Albania
4000,6,Angola
4000,9,Antigua and Barbuda
4000,10,Argentina
4000,11,Armenia
4000,13,Australia
4000,14,Austria
4000,16,Bahamas
4000,18,Bangladesh
4000,22,Belize
4000,23,Benin
4000,25,Bhutan
4000,26,Bolivia
4000,28,Botswana
4000,30,Brazil
4000,33,Bulgaria
4000,36,Cambodia
4000,37,Cameroon
4000,38,Canada
4000,41,Central African Republic
4000,42,Chad
4000,43,Chile
4000,44,China
4000,47,Colombia
4000,49,Congo
4000,51,Costa Rica
4000,56,Côte d'Ivoire
4000,53,Cuba
4000,60,Dominican Republic
4000,62,Ecuador
4000,64,El Salvador
4000,68,Ethiopia
4000,75,French Guiana
4000,79,Gambia
4000,80,Georgia
4000,82,Ghana
4000,84,Greece
4000,89,Guatemala
4000,90,Guinea
4000,91,Guinea Bissau
4000,92,Guyana
4000,93,Haiti
4000,95,Honduras
4000,96,Hong Kong SAR
4000,97,Hungary
4000,99,India
4000,100,Indonesia
4000,106,Jamaica
4000,107,Japan
4000,109,Kazakhstan
4000,110,Kenya
4000,112,Democratic People's Republic of Korea
4000,113,Republic of Korea 
4000,116,Lao People's Democratic Republic
4000,117,Latvia
4000,119,Lesotho
4000,126,Madagascar
4000,127,Malawi
4000,130,Mali
4000,134,Mauritania
4000,137,Mexico
4000,141,Mongolia
4000,144,Mozambique
4000,145,Myanmar
4000,146,Namibia
4000,148,Nepal
4000,149,Netherlands
4000,153,Nicaragua
4000,154,Niger
4000,155,Nigeria
4000,161,Pakistan
4000,163,Panama
4000,164,Papua New Guinea
4000,165,Paraguay
4000,166,Peru
4000,171,Puerto Rico
4000,173,Romania
4000,174,Russian Federation
4000,175,Rwanda
4000,186,Senegal
4000,188,Sierra Leone
4000,193,Somalia
4000,194,South Africa
4000,197,Sri Lanka
4000,198,Sudan [prior to secession of South Sudan]
4000,199,Suriname
4000,201,Swaziland
4000,206,Tajikistan
4000,207,United Republic of Tanzania
4000,208,Thailand
4000,209,Togo
4000,212,Trinidad and Tobago
4000,214,Turkey
4000,215,Turkmenistan
4000,218,Uganda
4000,219,Ukraine
4000,222,United States of America
4000,224,Uruguay
4000,225,Uzbekistan
4000,228,Venezuela (Bolivarian Republic of)
4000,229,Viet Nam
4000,231,United States Virgin Islands
4000,236,Democratic Republic of the Congo
4000,237,Zambia
4000,1,Afghanistan
4000,3,Algeria
4000,7,Anguilla
4000,267,Serbia
4000,12,Aruba
4000,17,Bahrain
4000,19,Barbados
4000,24,Bermuda
4000,230,British Virgin Islands
4000,32,Brunei Darussalam
4000,35,Burundi
4000,40,Cayman Islands
4000,45,Christmas Island
4000,54,Cyprus
4000,59,Dominica
4000,63,Egypt
4000,65,Equatorial Guinea
4000,73,France
4000,78,Gabon
4000,86,Grenada
4000,87,Guadeloupe
4000,101,Iran (Islamic Republic of)
4000,102,Iraq
4000,104,Israel
4000,105,Italy
4000,108,Jordan
4000,114,Kuwait
4000,118,Lebanon
4000,120,Liberia
4000,129,Maldives
4000,133,Martinique
4000,136,Mayotte
4000,150,Netherlands Antilles
4000,160,Oman
4000,167,Philippines
4000,172,Qatar
4000,185,Saudi Arabia
4000,189,Singapore
4000,178,Saint Kitts and Nevis
4000,179,Saint Lucia
4000,181,Saint Vincent and the Grenadines
4000,203,Switzerland
4000,204,Syrian Arab Republic
4000,205,"Taiwan, Province of China"
4000,213,Tunisia
4000,216,Turks and Caicos Islands
4000,220,United Arab Emirates
4000,21,Belgium
4000,57,Denmark
4000,69,Falkland Islands (Malvinas)
4000,72,Finland
4000,81,Germany
4000,103,Ireland
4000,121,Libyan Arab Jamahiriya
4000,122,Liechtenstein
4000,131,Malta
4000,143,Morocco
4000,159,Norway
4000,169,Poland
4000,170,Portugal
4000,187,Seychelles
4000,195,South Georgia and the South Sandwich Islands
4000,196,Spain
4000,202,Sweden
4000,221,United Kingdom of Great Britain and Northern Ireland
4000,234,Yemen
4000,124,Luxembourg
4000,191,Slovenia
4000,27,Bosnia and Herzegovina
4000,238,Zimbabwe
4000,239,The former Yugoslav Republic of Macedonia
4000,52,Croatia
4000,34,Burkina Faso
4000,66,Eritrea
7073,3,Algeria
7073,6,Angola
7073,11,Armenia
7073,15,Azerbaijan
7073,13,Australia
7073,14,Austria
7073,18,Bangladesh
7073,23,Benin
7073,25,Bhutan
7073,28,Botswana
7073,32,Brunei Darussalam
7073,33,Bulgaria
7073,34,Burkina Faso
7073,36,Cambodia
7073,37,Cameroon
7073,39,Cape Verde
7073,41,Central African Republic
7073,42,Chad
7073,44,China
7073,56,Côte d'Ivoire
7073,54,Cyprus
7073,63,Egypt
7073,68,Ethiopia
7073,73,France
7073,79,Gambia
7073,80,Georgia
7073,82,Ghana
7073,84,Greece
7073,90,Guinea
7073,91,Guinea Bissau
7073,96,Hong Kong SAR
7073,97,Hungary
7073,99,India
7073,100,Indonesia
7073,101,Iran (Islamic Republic of)
7073,104,Israel
7073,105,Italy
7073,107,Japan
7073,110,Kenya
7073,113,Republic of Korea 
7073,116,Lao People's Democratic Republic
7073,119,Lesotho
7073,120,Liberia
7073,130,Mali
7073,127,Malawi
7073,134,Mauritania
7073,143,Morocco
7073,144,Mozambique
7073,145,Myanmar
7073,146,Namibia
7073,148,Nepal
7073,149,Netherlands
7073,154,Niger
7073,155,Nigeria
7073,161,Pakistan
7073,164,Papua New Guinea
7073,170,Portugal
7073,173,Romania
7073,174,Russian Federation
7073,186,Senegal
7073,188,Sierra Leone
7073,194,South Africa
7073,196,Spain
7073,197,Sri Lanka
7073,201,Swaziland
7073,204,Syrian Arab Republic
7073,205,"Taiwan, Province of China"
7073,207,United Republic of Tanzania
7073,208,Thailand
7073,209,Togo
7073,213,Tunisia
7073,214,Turkey
7073,215,Turkmenistan
7073,218,Uganda
7073,219,Ukraine
7073,225,Uzbekistan
7073,229,Viet Nam
7073,237,Zambia
7073,238,Zimbabwe
7073,1,Afghanistan
7073,2,Albania
7073,17,Bahrain
7073,35,Burundi
7073,45,Christmas Island
7073,49,Congo
7073,267,Serbia
7073,58,Djibouti
7073,65,Equatorial Guinea
7073,78,Gabon
7073,81,Germany
7073,83,Gibraltar
7073,102,Iraq
7073,108,Jordan
7073,114,Kuwait
7073,118,Lebanon
7073,121,Libyan Arab Jamahiriya
7073,131,Malta
7073,158,Northern Mariana Islands
7073,160,Oman
7073,162,Palau
7073,167,Philippines
7073,172,Qatar
7073,175,Rwanda
7073,184,São Tomé and Principe
7073,185,Saudi Arabia
7073,187,Seychelles
7073,189,Singapore
7073,193,Somalia
7073,203,Switzerland
7073,220,United Arab Emirates
7073,233,Western Sahara
7073,234,Yemen
7073,236,Democratic Republic of the Congo
7073,19,Barbados
7073,21,Belgium
7073,38,Canada
7073,46,Cocos (Keeling) Islands
7073,57,Denmark
7073,72,Finland
7073,103,Ireland
7073,117,Latvia
7073,122,Liechtenstein
7073,124,Luxembourg
7073,271,Sudan
7073,129,Maldives
7073,133,Martinique
7073,159,Norway
7073,169,Poland
7073,179,Saint Lucia
7073,199,Suriname
7073,202,Sweden
7073,221,United Kingdom of Great Britain and Northern Ireland
7073,191,Slovenia
7073,52,Croatia
7073,27,Bosnia and Herzegovina
7073,239,The former Yugoslav Republic of Macedonia
7073,66,Eritrea
2473,41,Central African Republic
2473,68,Ethiopia
2473,175,Rwanda
2473,207,United Republic of Tanzania
2473,218,Uganda
2473,236,Democratic Republic of the Congo
2473,237,Zambia
4862,44,China
4862,107,Japan
4862,113,Republic of Korea 
4862,174,Russian Federation
4862,112,Democratic People's Republic of Korea
4862,18,Bangladesh
4862,96,Hong Kong SAR
4862,99,India
4862,141,Mongolia
4862,205,"Taiwan, Province of China"
4866,1,Afghanistan
4866,2,Albania
4866,11,Armenia
4866,14,Austria
4866,15,Azerbaijan
4866,20,Belarus
4866,21,Belgium
4866,28,Botswana
2473,270,South Sudan
4866,33,Bulgaria
4866,44,China
4866,55,Czech Republic
4866,67,Estonia
4866,73,France
4866,80,Georgia
4866,81,Germany
4866,84,Greece
4866,97,Hungary
4866,101,Iran (Islamic Republic of)
4866,109,Kazakhstan
4866,112,Democratic People's Republic of Korea
4866,115,Kyrgyzstan
4866,117,Latvia
4866,119,Lesotho
4866,123,Lithuania
4866,124,Luxembourg
4866,127,Malawi
4866,139,Republic of Moldova
4866,141,Mongolia
4866,144,Mozambique
4866,146,Namibia
4866,169,Poland
4866,170,Portugal
4866,173,Romania
4866,174,Russian Federation
4866,194,South Africa
4866,196,Spain
4866,201,Swaziland
4866,206,Tajikistan
4866,214,Turkey
4866,219,Ukraine
4866,225,Uzbekistan
4866,237,Zambia
4866,238,Zimbabwe
4866,3,Algeria
4866,6,Angola
4866,25,Bhutan
4866,37,Cameroon
4866,41,Central African Republic
4866,42,Chad
4866,54,Cyprus
4866,57,Denmark
4866,63,Egypt
4866,68,Ethiopia
4866,83,Gibraltar
4866,96,Hong Kong SAR
4866,99,India
4866,102,Iraq
4866,104,Israel
4866,105,Italy
4866,108,Jordan
4866,110,Kenya
4866,113,Republic of Korea 
4866,118,Lebanon
4866,131,Malta
4866,134,Mauritania
4866,143,Morocco
4866,145,Myanmar
4866,148,Nepal
4866,149,Netherlands
4866,154,Niger
4866,155,Nigeria
4866,161,Pakistan
4866,185,Saudi Arabia
4866,186,Senegal
4866,202,Sweden
4866,203,Switzerland
4866,204,Syrian Arab Republic
4866,207,United Republic of Tanzania
4866,213,Tunisia
4866,215,Turkmenistan
4866,218,Uganda
4866,229,Viet Nam
4866,234,Yemen
4866,236,Democratic Republic of the Congo
4866,72,Finland
4866,270,South Sudan
4866,79,Gambia
4866,82,Ghana
4866,91,Guinea Bissau
4866,103,Ireland
4866,107,Japan
4866,114,Kuwait
4866,116,Lao People's Democratic Republic
4866,121,Libyan Arab Jamahiriya
4866,122,Liechtenstein
4866,130,Mali
4866,159,Norway
4866,175,Rwanda
4866,197,Sri Lanka
4866,205,"Taiwan, Province of China"
4866,208,Thailand
4866,220,United Arab Emirates
4866,221,United Kingdom of Great Britain and Northern Ireland
4866,27,Bosnia and Herzegovina
4866,239,The former Yugoslav Republic of Macedonia
4866,52,Croatia
4866,191,Slovenia
4866,58,Djibouti
4866,66,Eritrea
4866,23,Benin
4866,56,Côte d'Ivoire
4866,34,Burkina Faso
4866,193,Somalia
4866,209,Togo
7814,6,Angola
7814,23,Benin
7814,28,Botswana
7814,35,Burundi
7814,37,Cameroon
7814,41,Central African Republic
7814,42,Chad
7814,49,Congo
7814,56,Côte d'Ivoire
7814,68,Ethiopia
7814,78,Gabon
7814,82,Ghana
7814,91,Guinea Bissau
7814,110,Kenya
7814,127,Malawi
7814,130,Mali
7814,134,Mauritania
7814,144,Mozambique
7814,146,Namibia
7814,154,Niger
7814,155,Nigeria
7814,175,Rwanda
7814,186,Senegal
7814,194,South Africa
7814,198,Sudan [prior to secession of South Sudan]
7814,201,Swaziland
7814,207,United Republic of Tanzania
7814,209,Togo
7814,218,Uganda
7814,236,Democratic Republic of the Congo
7814,237,Zambia
7814,238,Zimbabwe
7814,193,Somalia
7814,79,Gambia
7814,34,Burkina Faso
7814,66,Eritrea
10905,10,Argentina
10905,22,Belize
10905,26,Bolivia
10905,30,Brazil
10905,47,Colombia
10905,51,Costa Rica
10905,62,Ecuador
10905,64,El Salvador
10905,75,French Guiana
10905,89,Guatemala
10905,92,Guyana
10905,95,Honduras
10905,137,Mexico
10905,153,Nicaragua
10905,165,Paraguay
10905,166,Peru
10905,199,Suriname
10905,224,Uruguay
10905,228,Venezuela (Bolivarian Republic of)
10905,163,Panama
10905,212,Trinidad and Tobago
11736,6,Angola
11736,23,Benin
11736,28,Botswana
11736,34,Burkina Faso
11736,35,Burundi
11736,37,Cameroon
11736,41,Central African Republic
11736,42,Chad
11736,49,Congo
11736,68,Ethiopia
11736,78,Gabon
11736,79,Gambia
11736,82,Ghana
11736,90,Guinea
11736,91,Guinea Bissau
11736,110,Kenya
11736,127,Malawi
11736,130,Mali
11736,134,Mauritania
11736,144,Mozambique
11736,146,Namibia
11736,154,Niger
11736,155,Nigeria
11736,175,Rwanda
11736,186,Senegal
11736,188,Sierra Leone
11736,194,South Africa
11736,198,Sudan [prior to secession of South Sudan]
11736,201,Swaziland
11736,207,United Republic of Tanzania
11736,209,Togo
11736,218,Uganda
11736,236,Democratic Republic of the Congo
11736,237,Zambia
11736,238,Zimbabwe
11736,56,Côte d'Ivoire
11736,193,Somalia
11736,104,Israel
11736,196,Spain
11736,120,Liberia
11736,66,Eritrea
14045,36,Cambodia
14045,229,Viet Nam
2897,6,Angola
2897,23,Benin
2897,28,Botswana
2897,34,Burkina Faso
2897,35,Burundi
2897,37,Cameroon
2897,41,Central African Republic
2897,42,Chad
2897,49,Congo
2897,56,Côte d'Ivoire
2897,65,Equatorial Guinea
2897,68,Ethiopia
2897,78,Gabon
2897,79,Gambia
2897,82,Ghana
2897,90,Guinea
2897,91,Guinea Bissau
2897,110,Kenya
2897,119,Lesotho
2897,120,Liberia
2897,127,Malawi
2897,130,Mali
2897,134,Mauritania
2897,144,Mozambique
2897,146,Namibia
2897,154,Niger
2897,155,Nigeria
2897,175,Rwanda
2897,186,Senegal
2897,188,Sierra Leone
2897,194,South Africa
2897,201,Swaziland
2897,207,United Republic of Tanzania
2897,209,Togo
2897,218,Uganda
2897,236,Democratic Republic of the Congo
2897,237,Zambia
2897,238,Zimbabwe
2897,193,Somalia
2897,66,Eritrea
2899,6,Angola
2899,41,Central African Republic
2899,49,Congo
2899,56,Côte d'Ivoire
2899,65,Equatorial Guinea
2899,78,Gabon
2899,82,Ghana
2899,120,Liberia
2899,188,Sierra Leone
2899,37,Cameroon
2899,155,Nigeria
2899,218,Uganda
2899,236,Democratic Republic of the Congo
8170,30,Brazil
8170,47,Colombia
8170,199,Suriname
8170,228,Venezuela (Bolivarian Republic of)
8170,75,French Guiana
8170,92,Guyana
8170,212,Trinidad and Tobago
8170,10,Argentina
8170,62,Ecuador
8170,86,Grenada
8170,106,Jamaica
8170,222,United States of America
2897,270,South Sudan
9156,119,Lesotho
9156,194,South Africa
9156,201,Swaziland
9157,3,Algeria
9157,84,Greece
9157,143,Morocco
9157,214,Turkey
9157,68,Ethiopia
9157,204,Syrian Arab Republic
9157,234,Yemen
9157,14,Austria
9157,39,Cape Verde
9157,63,Egypt
9157,81,Germany
9157,102,Iraq
9157,104,Israel
9157,108,Jordan
9157,130,Mali
9157,134,Mauritania
9157,185,Saudi Arabia
9157,186,Senegal
9157,193,Somalia
9157,196,Spain
9157,198,Sudan [prior to secession of South Sudan]
9157,233,Western Sahara
9157,66,Eritrea
14807,44,China
14807,107,Japan
14807,112,Democratic People's Republic of Korea
14807,174,Russian Federation
14807,113,Republic of Korea 
14807,205,"Taiwan, Province of China"
17484,2,Albania
17484,14,Austria
17484,15,Azerbaijan
17484,18,Bangladesh
17484,33,Bulgaria
17484,44,China
17484,55,Czech Republic
17484,58,Djibouti
17484,63,Egypt
17484,68,Ethiopia
17484,73,France
17484,84,Greece
17484,97,Hungary
17484,99,India
17484,101,Iran (Islamic Republic of)
17484,102,Iraq
17484,105,Italy
17484,109,Kazakhstan
17484,134,Mauritania
17484,139,Republic of Moldova
17484,141,Mongolia
17484,149,Netherlands
17484,161,Pakistan
17484,170,Portugal
17484,173,Romania
17484,174,Russian Federation
17484,185,Saudi Arabia
17484,193,Somalia
17484,196,Spain
17484,197,Sri Lanka
17484,198,Sudan [prior to secession of South Sudan]
17484,214,Turkey
17484,215,Turkmenistan
17484,219,Ukraine
17484,225,Uzbekistan
17484,234,Yemen
17484,1,Afghanistan
17484,3,Algeria
17484,21,Belgium
17484,42,Chad
17484,54,Cyprus
17484,57,Denmark
17484,81,Germany
17484,96,Hong Kong SAR
17484,103,Ireland
17484,104,Israel
17484,107,Japan
17484,113,Republic of Korea 
17484,114,Kuwait
17484,118,Lebanon
17484,121,Libyan Arab Jamahiriya
17484,130,Mali
17484,131,Malta
17484,143,Morocco
17484,145,Myanmar
17484,148,Nepal
17484,160,Oman
17484,186,Senegal
17484,203,Switzerland
17484,204,Syrian Arab Republic
17484,205,"Taiwan, Province of China"
17484,206,Tajikistan
17484,213,Tunisia
17484,220,United Arab Emirates
17484,221,United Kingdom of Great Britain and Northern Ireland
17484,233,Western Sahara
17484,17,Bahrain
17484,34,Burkina Faso
17484,37,Cameroon
17484,39,Cape Verde
17484,70,Faeroe Islands
17484,72,Finland
17484,79,Gambia
17484,98,Iceland
17484,108,Jordan
17484,110,Kenya
17484,117,Latvia
17484,124,Luxembourg
17484,154,Niger
17484,155,Nigeria
17484,159,Norway
17484,169,Poland
17484,202,Sweden
17484,208,Thailand
17484,218,Uganda
17484,236,Democratic Republic of the Congo
17484,11,Armenia
17484,27,Bosnia and Herzegovina
17484,52,Croatia
17484,66,Eritrea
17484,239,The former Yugoslav Republic of Macedonia
17484,191,Slovenia
21833,6,Angola
21833,28,Botswana
21833,35,Burundi
21833,37,Cameroon
21833,41,Central African Republic
21833,42,Chad
21833,63,Egypt
21833,65,Equatorial Guinea
21833,68,Ethiopia
21833,79,Gambia
21833,82,Ghana
21833,91,Guinea Bissau
21833,101,Iran (Islamic Republic of)
21833,102,Iraq
21833,110,Kenya
21833,119,Lesotho
21833,127,Malawi
21833,130,Mali
21833,134,Mauritania
21833,144,Mozambique
21833,146,Namibia
21833,154,Niger
21833,155,Nigeria
21833,175,Rwanda
21833,186,Senegal
21833,194,South Africa
21833,198,Sudan [prior to secession of South Sudan]
21833,201,Swaziland
21833,207,United Republic of Tanzania
21833,218,Uganda
21833,237,Zambia
21833,238,Zimbabwe
21833,23,Benin
21833,49,Congo
21833,58,Djibouti
21833,78,Gabon
21833,90,Guinea
21833,209,Togo
21833,15,Azerbaijan
21833,17,Bahrain
21833,56,Côte d'Ivoire
21833,114,Kuwait
21833,160,Oman
21833,185,Saudi Arabia
21833,234,Yemen
21833,188,Sierra Leone
21833,66,Eritrea
21833,236,Democratic Republic of the Congo
21833,34,Burkina Faso
21833,193,Somalia
21833,126,Madagascar
21833,48,Comoros
17042,10,Argentina
17042,26,Bolivia
17042,43,Chile
17042,166,Peru
17042,30,Brazil
17043,10,Argentina
17043,26,Bolivia
17043,30,Brazil
17043,43,Chile
17043,165,Paraguay
17043,166,Peru
17043,224,Uruguay
17043,62,Ecuador
17043,69,Falkland Islands (Malvinas)
17044,10,Argentina
17044,26,Bolivia
17044,43,Chile
17044,166,Peru
17045,28,Botswana
17045,68,Ethiopia
17045,99,India
17045,110,Kenya
17045,126,Madagascar
17045,134,Mauritania
17045,146,Namibia
17045,194,South Africa
17045,207,United Republic of Tanzania
17045,236,Democratic Republic of the Congo
17045,237,Zambia
17045,6,Angola
17045,35,Burundi
17045,42,Chad
17045,127,Malawi
17045,144,Mozambique
17045,161,Pakistan
17045,175,Rwanda
17045,186,Senegal
17045,198,Sudan [prior to secession of South Sudan]
17045,218,Uganda
17045,234,Yemen
17045,238,Zimbabwe
17045,1,Afghanistan
17045,37,Cameroon
17045,48,Comoros
17045,79,Gambia
17045,91,Guinea Bissau
17045,101,Iran (Islamic Republic of)
17045,135,Mauritius
17045,143,Morocco
17045,154,Niger
17045,155,Nigeria
17045,160,Oman
17045,176,Réunion
17045,193,Somalia
17045,201,Swaziland
17045,90,Guinea
17045,58,Djibouti
17045,66,Eritrea
17045,78,Gabon
17045,188,Sierra Leone
17045,63,Egypt
17046,1,Afghanistan
17046,16,Bahamas
17046,28,Botswana
17046,53,Cuba
17046,60,Dominican Republic
17046,63,Egypt
17046,68,Ethiopia
17046,73,France
17046,93,Haiti
17046,99,India
17046,101,Iran (Islamic Republic of)
17046,105,Italy
17046,109,Kazakhstan
17046,110,Kenya
17046,126,Madagascar
17046,134,Mauritania
17046,137,Mexico
17046,143,Morocco
17046,144,Mozambique
17046,146,Namibia
17046,150,Netherlands Antilles
17046,161,Pakistan
17046,186,Senegal
17046,194,South Africa
17046,196,Spain
17046,207,United Republic of Tanzania
17046,213,Tunisia
17046,214,Turkey
17046,3,Algeria
17046,6,Angola
17046,12,Aruba
17046,17,Bahrain
17046,30,Brazil
17046,35,Burundi
17046,39,Cape Verde
17046,47,Colombia
17046,54,Cyprus
17046,58,Djibouti
17046,75,French Guiana
17046,79,Gambia
17046,83,Gibraltar
17046,84,Greece
17046,92,Guyana
17046,102,Iraq
17046,104,Israel
17046,106,Jamaica
17046,114,Kuwait
17046,118,Lebanon
17046,121,Libyan Arab Jamahiriya
17046,127,Malawi
17046,160,Oman
17046,170,Portugal
17046,172,Qatar
17046,185,Saudi Arabia
17046,188,Sierra Leone
17046,193,Somalia
17046,197,Sri Lanka
17046,199,Suriname
17046,204,Syrian Arab Republic
17046,215,Turkmenistan
17046,216,Turks and Caicos Islands
17046,218,Uganda
17046,220,United Arab Emirates
17046,222,United States of America
17046,225,Uzbekistan
17046,228,Venezuela (Bolivarian Republic of)
17046,233,Western Sahara
17046,234,Yemen
17046,237,Zambia
17046,238,Zimbabwe
17046,9,Antigua and Barbuda
17046,14,Austria
17046,18,Bangladesh
15688,270,South Sudan
17046,21,Belgium
17046,22,Belize
17046,24,Bermuda
17046,230,British Virgin Islands
17046,33,Bulgaria
17046,36,Cambodia
17046,38,Canada
17046,46,Cocos (Keeling) Islands
17046,48,Comoros
17046,49,Congo
17046,55,Czech Republic
17046,57,Denmark
17046,65,Equatorial Guinea
17046,72,Finland
17046,81,Germany
17046,87,Guadeloupe
17046,90,Guinea
17046,97,Hungary
17046,108,Jordan
17046,117,Latvia
17046,131,Malta
17046,135,Mauritius
17046,148,Nepal
17046,159,Norway
17046,169,Poland
17046,171,Puerto Rico
17046,176,Réunion
17046,173,Romania
17046,179,Saint Lucia
17046,201,Swaziland
17046,202,Sweden
17046,203,Switzerland
17046,231,United States Virgin Islands
17046,66,Eritrea
17046,52,Croatia
17046,191,Slovenia
17046,236,Democratic Republic of the Congo
17046,267,Serbia
17046,190,Slovakia
17046,119,Lesotho
901,6,Angola
901,21,Belgium
901,23,Benin
901,28,Botswana
901,35,Burundi
901,37,Cameroon
901,41,Central African Republic
901,42,Chad
901,49,Congo
901,58,Djibouti
901,63,Egypt
901,65,Equatorial Guinea
901,68,Ethiopia
901,78,Gabon
901,90,Guinea
901,91,Guinea Bissau
901,104,Israel
901,110,Kenya
901,119,Lesotho
901,127,Malawi
901,130,Mali
901,134,Mauritania
901,144,Mozambique
901,146,Namibia
901,149,Netherlands
901,154,Niger
901,155,Nigeria
901,175,Rwanda
901,186,Senegal
901,193,Somalia
901,194,South Africa
901,201,Swaziland
901,207,United Republic of Tanzania
901,218,Uganda
901,220,United Arab Emirates
901,221,United Kingdom of Great Britain and Northern Ireland
901,270,South Sudan
901,236,Democratic Republic of the Congo
901,237,Zambia
901,238,Zimbabwe
901,3,Algeria
901,54,Cyprus
901,213,Tunisia
901,56,Côte d'Ivoire
901,73,France
901,79,Gambia
901,82,Ghana
901,97,Hungary
901,131,Malta
901,196,Spain
901,204,Syrian Arab Republic
901,34,Burkina Faso
1219,1,Afghanistan
1219,14,Austria
1219,21,Belgium
1219,33,Bulgaria
1219,38,Canada
1219,44,China
1219,57,Denmark
1219,67,Estonia
1219,70,Faeroe Islands
1219,72,Finland
1219,81,Germany
1219,85,Greenland
1219,97,Hungary
1219,98,Iceland
1219,103,Ireland
1219,109,Kazakhstan
1219,117,Latvia
1219,123,Lithuania
1219,141,Mongolia
1219,143,Morocco
1219,149,Netherlands
1219,159,Norway
1219,169,Poland
1219,173,Romania
1219,174,Russian Federation
1219,196,Spain
1219,202,Sweden
1219,213,Tunisia
1219,214,Turkey
1219,222,United States of America
1219,221,United Kingdom of Great Britain and Northern Ireland
1219,2,Albania
1219,3,Algeria
1219,16,Bahamas
1219,17,Bahrain
1219,18,Bangladesh
1219,22,Belize
1219,24,Bermuda
1219,25,Bhutan
1219,34,Burkina Faso
1219,35,Burundi
1219,36,Cambodia
1219,37,Cameroon
1219,41,Central African Republic
1219,42,Chad
1219,51,Costa Rica
1219,53,Cuba
1219,54,Cyprus
1219,58,Djibouti
1219,60,Dominican Republic
